time,Longitude,Latitude,botDepth,date,depth,temperature,salinity,qualityflag
6.0,359.99564,52.31384,0.0,20140114.0,3.5,14.628252409,35.000745091,1.0
15.0,359.99564,51.95987,0.0,20109992.0,3.5,9.343833203,0.291000009,1.0
0.0,35.12148,53.8331,0.0,20121087.0,3.5,33.126998901,33.849284047,1.0
0.0,358.04713,49.3178,0.0,20108951.0,3.5,32.61799737,34.614854935,1.0
8.0,25.86763,49.20478,0.0,20120142.0,3.5,33.113045772,12.6648898,1.0
0.0,359.99564,49.16672,0.0,20120163.0,3.5,30.937782057,0.291000009,1.0
10.0,359.99564,52.24458,0.0,20112634.0,3.5,32.639196592,35.535891553,1.0
0.0,356.93015,52.24071,0.0,20112810.0,3.5,33.126998901,5.792539194,1.0
1.0,359.99564,50.30874,0.0,20120936.0,3.5,33.126998901,7.464278451,1.0
0.0,7.81825,53.79527,0.0,20113257.0,3.5,21.358140313,34.046268739,1.0
0.0,359.99564,49.78779,0.0,20140114.0,3.5,21.683018093,0.291000009,1.0
0.0,359.99564,52.73718,0.0,20111848.0,3.5,32.449638456,30.261198478,1.0
11.0,0.00569,53.64099,0.0,20124846.0,3.5,20.744039544,2.995539511,1.0
6.0,23.16233,51.88742,0.0,20140114.0,3.5,21.616089294,3.294879415,1.0
0.0,348.42506,52.34836,0.0,20134678.0,3.5,30.386049185,2.819882362,1.0
0.0,2.15605,52.43806,0.0,20121042.0,3.5,33.126998901,35.241526491,1.0
8.0,359.99564,52.81812,0.0,20120244.0,3.5,22.306136565,33.838889572,1.0
0.0,359.99564,52.21816,0.0,20120893.0,3.5,31.73824319,34.840782329,1.0
9.0,359.99564,49.20566,0.0,20113144.0,3.5,13.392373595,33.82743387,1.0
9.0,359.99564,54.4229,0.0,20111669.0,3.5,30.677015836,0.291000009,1.0
12.0,359.99564,49.37519,0.0,20121068.0,3.5,33.126998901,28.617382192,1.0
3.0,359.99564,52.6383,0.0,20108877.0,3.5,8.267019627,35.385131765,1.0
21.0,359.99564,52.15629,0.0,20140114.0,3.5,32.16264536,30.296589556,1.0
0.0,359.99564,51.92641,0.0,20119923.0,3.5,33.126998901,29.517560439,1.0
8.0,359.99564,49.16089,0.0,20111902.0,3.5,33.126998901,33.226981647,1.0
15.0,353.65879,52.56085,0.0,20121237.0,3.5,32.978601964,0.291000009,1.0
6.0,346.04142,49.16089,0.0,20109710.0,3.5,19.085628043,0.291000009,1.0
2.0,359.99564,49.4452,0.0,20110106.0,3.5,9.782483853,0.291000009,1.0
15.0,359.99564,52.90924,0.0,20111501.0,3.5,33.04480057,0.291000009,1.0
15.0,0.00569,49.69755,0.0,20120629.0,3.5,33.126998901,27.844517903,1.0
17.0,359.99564,49.62588,0.0,20132000.0,3.5,33.126998901,0.291000009,1.0
17.0,359.99564,52.385,0.0,20120047.0,3.5,13.494718199,23.288048591,1.0
3.0,359.99564,52.98991,0.0,20110586.0,3.5,22.745360723,0.784092277,1.0
20.0,359.99564,54.30373,0.0,20111825.0,3.5,31.791574137,29.944269521,1.0
20.0,347.74639,49.16089,0.0,20109998.0,3.5,10.236318128,0.291000009,1.0
19.0,25.55304,49.75681,0.0,20109408.0,3.5,32.464817465,11.735522673,1.0
19.0,359.99564,53.79211,0.0,20138159.0,3.5,20.470781318,34.399461852,1.0
0.0,353.1522,49.64914,0.0,20112862.0,3.5,13.364124668,31.169559421,1.0
6.0,19.40809,52.38463,0.0,20120431.0,3.5,22.435709636,0.291000009,1.0
6.0,359.99564,49.4149,0.0,20140114.0,3.5,33.126998901,35.854000092,1.0
1.0,359.99564,49.22149,0.0,20111970.0,3.5,13.0325036,34.991329252,1.0
0.0,359.99564,50.03728,0.0,20140114.0,3.5,32.088064636,27.931728749,1.0
16.0,7.33386,52.08047,0.0,20120463.0,3.5,20.624526349,35.558493735,1.0
0.0,359.85934,52.70233,0.0,20140114.0,3.5,32.453815063,33.920693938,1.0
0.0,359.99564,49.85531,0.0,20120459.0,3.5,32.929335523,34.910112057,1.0
0.0,359.99564,52.15837,0.0,20139739.0,3.5,13.713753751,35.29986764,1.0
17.0,359.99564,54.30127,0.0,20137563.0,3.5,21.672793766,34.979103936,1.0
0.0,31.42843,53.76732,0.0,20112482.0,3.5,31.799728098,0.853613122,1.0
9.0,14.26774,51.99543,0.0,20120369.0,3.5,6.648865063,0.291000009,1.0
9.0,359.99564,49.63232,0.0,20112920.0,3.5,33.126998901,34.495772736,1.0
17.0,350.35092,52.3379,0.0,20140114.0,3.5,33.126998901,29.036397197,1.0
0.0,359.99564,49.53165,0.0,20120680.0,3.5,32.237764604,0.291000009,1.0
8.0,359.99564,52.09653,0.0,20110896.0,3.5,23.071384763,35.854000092,1.0
0.0,359.99564,52.3472,0.0,20134401.0,3.5,22.433357078,35.039672994,1.0
2.0,356.51177,49.80215,0.0,20112578.0,3.5,19.149461972,28.248047996,1.0
11.0,359.99564,49.63462,0.0,20136854.0,3.5,12.854310947,0.291000009,1.0
9.0,359.99564,50.51518,0.0,20140114.0,3.5,21.698175939,19.383058322,1.0
19.0,0.00569,52.22016,0.0,20139316.0,3.5,33.126998901,31.899343729,1.0
3.0,359.99564,52.63835,0.0,20119731.0,3.5,18.084066941,0.291000009,1.0
20.0,32.15619,50.04282,0.0,20132360.0,3.5,33.126998901,0.291000009,1.0
9.0,350.98826,52.25465,0.0,20140114.0,3.5,33.126998901,1.601432127,1.0
18.0,18.46746,52.21536,0.0,20111851.0,3.5,12.290597851,34.823193144,1.0
4.0,0.00569,50.46137,0.0,20110820.0,3.5,22.449570149,0.291000009,1.0
0.0,8.47753,49.1951,0.0,20120415.0,3.5,13.731548605,1.45553737,1.0
0.0,10.80957,52.85735,0.0,20110504.0,3.5,20.618441675,31.188469474,1.0
6.0,26.69409,49.65963,0.0,20110551.0,3.5,20.246346822,31.683869922,1.0
17.0,359.99564,52.14784,0.0,20140114.0,3.5,13.356847966,16.691235413,1.0
10.0,359.99564,49.44996,0.0,20120359.0,3.5,33.011464868,1.033294497,1.0
10.0,359.99564,49.82601,0.0,20129561.0,3.5,11.27663772,33.815639111,1.0
22.0,359.99564,52.34775,0.0,20120829.0,3.5,14.201449229,29.243657307,1.0
3.0,358.98351,49.19694,0.0,20111925.0,3.5,9.825012757,33.901206134,1.0
16.0,359.99564,52.73462,0.0,20133989.0,3.5,18.806835106,1.934590493,1.0
6.0,359.99564,51.78697,0.0,20140114.0,3.5,9.99204363,2.514569664,1.0
8.0,21.86465,52.28281,0.0,20111371.0,3.5,33.126998901,0.291000009,1.0
16.0,33.05965,52.01926,0.0,20136371.0,3.5,19.619326399,32.207745644,1.0
21.0,359.99564,53.3122,0.0,20120356.0,3.5,33.126998901,29.707788423,1.0
1.0,8.07979,49.16089,0.0,20125994.0,3.5,33.126998901,35.05982906,1.0
0.0,359.99564,52.3845,0.0,20134297.0,3.5,33.126998901,0.291000009,1.0
0.0,359.99564,49.18796,0.0,20121262.0,3.5,31.300708111,16.650003398,1.0
8.0,21.1774,49.67329,0.0,20140114.0,3.5,31.90422811,11.043284927,1.0
17.0,0.00569,49.16089,0.0,20121030.0,3.5,20.338085805,29.730786169,1.0
17.0,356.56581,49.78924,0.0,20140114.0,3.5,20.900673554,34.798297063,1.0
8.0,25.5341,50.35651,0.0,20111495.0,3.5,32.671800567,0.829835455,1.0
0.0,344.63635,50.01456,0.0,20111610.0,3.5,31.549914198,0.291000009,1.0
0.0,359.99564,49.78939,0.0,20140114.0,3.5,31.942501051,33.902460932,1.0
9.0,359.99564,53.7971,0.0,20120636.0,3.5,21.543786809,35.097260592,1.0
0.0,359.99564,49.8618,0.0,20112075.0,3.5,31.728890417,28.863507636,1.0
21.0,26.61433,52.25747,0.0,20120805.0,3.5,33.085696433,12.930838031,1.0
8.0,359.99564,51.85933,0.0,20139829.0,3.5,20.635639329,35.854000092,1.0
0.0,353.29569,52.91856,0.0,20130978.0,3.5,8.530563701,33.802417761,1.0
7.0,352.06658,49.73066,0.0,20112045.0,3.5,10.661233368,30.104294253,1.0
0.0,359.99564,49.16089,0.0,20120154.0,3.5,30.439911783,35.013196587,1.0
4.0,1.57181,49.16089,0.0,20140114.0,3.5,13.303349195,34.750192261,1.0
16.0,359.99564,49.23903,0.0,20129548.0,3.5,13.041676524,1.813113196,1.0
0.0,18.62106,51.85644,0.0,20109850.0,3.5,13.048166837,0.291000009,1.0
0.0,23.38639,49.7493,0.0,20140114.0,3.5,33.126998901,34.721963893,1.0
18.0,357.21713,49.42008,0.0,20120813.0,3.5,14.375914386,4.482080467,1.0
0.0,29.39217,52.28181,0.0,20120999.0,3.5,22.451146461,33.076592524,1.0
8.0,20.8232,49.23469,0.0,20139625.0,3.5,32.394811193,30.788006205,1.0
0.0,344.99669,54.39031,0.0,20125312.0,3.5,32.557201987,34.71715251,1.0
7.0,12.04475,49.16089,0.0,20136107.0,3.5,14.366475991,0.291000009,1.0
5.0,357.14245,51.83483,0.0,20119384.0,3.5,12.877950963,0.291000009,1.0
0.0,37.23262,51.86611,0.0,20140114.0,3.5,32.222381288,0.291000009,1.0
7.0,359.99564,52.08345,0.0,20111066.0,3.5,13.911144898,17.437422245,1.0
0.0,359.99564,52.28822,0.0,20140114.0,3.5,20.3801837,0.291000009,1.0
8.0,359.99564,52.308,0.0,20140114.0,3.5,20.878813366,34.844144133,1.0
12.0,359.99564,53.38273,0.0,20120145.0,3.5,21.802402077,35.457523738,1.0
17.0,359.99564,49.16089,0.0,20120622.0,3.5,32.328735017,0.291000009,1.0
18.0,350.12451,50.09536,0.0,20110149.0,3.5,33.126998901,34.419436724,1.0
0.0,359.99564,49.45928,0.0,20120643.0,3.5,33.126998901,2.55474272,1.0
17.0,345.14892,49.94812,0.0,20140114.0,3.5,13.97979471,28.196119712,1.0
0.0,0.00569,52.92214,0.0,20111391.0,3.5,32.439650011,0.291000009,1.0
1.0,16.06185,53.85748,0.0,20111730.0,3.5,33.126998901,34.890469146,1.0
15.0,29.00257,49.16089,0.0,20131026.0,3.5,20.364752748,0.291000009,1.0
10.0,18.96056,50.19007,0.0,20120750.0,3.5,33.126998901,0.291000009,1.0
1.0,359.99564,49.42808,0.0,20140114.0,3.5,32.843103976,0.291000009,1.0
0.0,359.99564,52.32617,0.0,20140114.0,3.5,32.205098095,0.291000009,1.0
2.0,27.0164,54.75586,0.0,20140114.0,3.5,33.126998901,34.736754479,1.0
6.0,12.97215,51.8404,0.0,20130817.0,3.5,31.90904072,35.162719981,1.0
17.0,359.99564,49.16089,0.0,20109542.0,3.5,11.148084481,12.660078181,1.0
18.0,359.99564,52.36174,0.0,20131635.0,3.5,33.126998901,30.46154988,1.0
17.0,359.99564,53.55206,0.0,20128629.0,3.5,19.631325423,35.854000092,1.0
0.0,9.45159,49.16089,0.0,20111319.0,3.5,33.026777298,0.291000009,1.0
12.0,359.99564,49.32945,0.0,20113352.0,3.5,33.126998901,34.055174549,1.0
4.0,359.99564,49.78757,0.0,20111728.0,3.5,20.012549244,35.079388161,1.0
10.0,359.99564,52.02752,0.0,20140114.0,3.5,31.981244153,28.577965181,1.0
8.0,359.99564,52.20868,0.0,20119672.0,3.5,11.394872237,25.335694646,1.0
1.0,356.83844,50.39086,0.0,20140114.0,3.5,33.126998901,33.934988857,1.0
0.0,354.08282,49.46662,0.0,20120198.0,3.5,11.310535431,29.92306358,1.0
16.0,27.96809,52.57827,0.0,20132791.0,3.5,20.056105659,34.064137951,1.0
0.0,359.99564,52.33774,0.0,20135451.0,3.5,20.795172598,27.914482941,1.0
6.0,359.99564,52.08091,0.0,20107268.0,3.5,33.126998901,34.669442456,1.0
1.0,359.99564,49.99217,0.0,20129551.0,3.5,22.570461271,34.028897741,1.0
0.0,359.99564,52.3949,0.0,20111886.0,3.5,19.217324207,4.081982832,1.0
0.0,346.42072,49.16089,0.0,20128785.0,3.5,31.41419113,35.205264457,1.0
15.0,0.00569,49.23971,0.0,20134469.0,3.5,32.626792829,0.291000009,1.0
3.0,359.99564,52.77564,0.0,20140048.0,3.5,13.166751393,4.66585157,1.0
6.0,21.93817,52.0971,0.0,20111631.0,3.5,31.844430088,4.368795074,1.0
10.0,30.23749,53.32453,0.0,20140114.0,3.5,10.959002932,33.815984669,1.0
1.0,359.99564,49.16089,0.0,20111199.0,3.5,32.447343482,33.849259545,1.0
1.0,359.99564,53.25737,0.0,20140114.0,3.5,33.126998901,35.687973371,1.0
0.0,359.99564,49.66158,0.0,20121050.0,3.5,14.101248882,0.636282474,1.0
0.0,13.26458,49.25662,0.0,20112464.0,3.5,9.92132334,31.193172842,1.0
12.0,359.99564,51.87591,0.0,20112851.0,3.5,12.458934067,34.316637542,1.0
11.0,359.99564,49.47782,0.0,20111971.0,3.5,13.140627107,0.291000009,1.0
17.0,357.72713,49.16089,0.0,20139981.0,3.5,32.342790607,34.367573295,1.0
11.0,19.58288,51.99986,0.0,20132953.0,3.5,31.579292109,35.825743266,1.0
10.0,359.76687,49.16089,0.0,20128912.0,3.5,29.444905188,34.268436265,1.0
18.0,4.51284,49.51148,0.0,20108134.0,3.5,33.126998901,35.080268684,1.0
8.0,359.99564,49.56844,0.0,20112815.0,3.5,33.126998901,13.738012413,1.0
13.0,359.99564,49.16089,0.0,20135521.0,3.5,31.920542736,10.772329022,1.0
18.0,359.99564,50.3598,0.0,20120335.0,3.5,32.560196488,0.291000009,1.0
9.0,359.99564,49.19316,0.0,20133415.0,3.5,21.525773265,0.291000009,1.0
6.0,16.55064,49.16089,0.0,20128788.0,3.5,11.877815388,0.291000009,1.0
0.0,359.99564,52.07732,0.0,20140114.0,3.5,32.867133614,0.291000009,1.0
1.0,359.99564,49.16089,0.0,20120686.0,3.5,33.126998901,30.33083702,1.0
5.0,359.99564,49.5413,0.0,20121147.0,3.5,20.38088441,0.291000009,1.0
19.0,359.99564,52.41242,0.0,20112684.0,3.5,32.490860069,35.854000092,1.0
14.0,359.99564,49.30679,0.0,20133247.0,3.5,32.118952821,34.561760603,1.0
0.0,18.27914,51.9224,0.0,20140114.0,3.5,33.08608109,0.291000009,1.0
18.0,359.99564,53.07543,0.0,20131397.0,3.5,31.448004467,30.83311782,1.0
12.0,16.10541,49.16089,0.0,20129397.0,3.5,33.126998901,0.291000009,1.0
16.0,357.12777,53.38985,0.0,20140114.0,3.5,21.101633211,32.498927629,1.0
9.0,346.01788,51.91902,0.0,20110259.0,3.5,22.195334033,7.248391766,1.0
20.0,13.56025,51.93025,0.0,20137010.0,3.5,33.126998901,28.079686456,1.0
16.0,356.37252,50.18408,0.0,20111850.0,3.5,31.688859813,33.371281671,1.0
15.0,4.25815,49.16089,0.0,20133789.0,3.5,32.615550731,0.291000009,1.0
0.0,359.99564,49.16089,0.0,20119835.0,3.5,20.134812745,24.97137721,1.0
4.0,359.99564,52.7461,0.0,20120893.0,3.5,33.126998901,35.854000092,1.0
0.0,2.41711,52.33784,0.0,20129106.0,3.5,32.747491851,0.291000009,1.0
9.0,16.11062,52.33467,0.0,20131891.0,3.5,32.239728443,0.291000009,1.0
5.0,359.99564,51.93715,0.0,20132843.0,3.5,31.271363996,34.12531183,1.0
0.0,17.44804,51.85735,0.0,20126753.0,3.5,29.886762548,0.291000009,1.0
19.0,21.39236,49.32232,0.0,20110321.0,3.5,11.36586591,35.297553372,1.0
21.0,359.99564,49.16089,0.0,20137070.0,3.5,32.046255927,30.253459066,1.0
20.0,359.99564,50.02847,0.0,20120869.0,3.5,11.847266581,34.057215202,1.0
0.0,359.99564,52.08554,0.0,20112042.0,3.5,33.126998901,0.291000009,1.0
0.0,359.99564,49.41464,0.0,20125570.0,3.5,31.812662358,5.453354795,1.0
8.0,359.99564,49.77345,0.0,20110230.0,3.5,14.386903325,0.291000009,1.0
0.0,7.95651,49.18878,0.0,20134065.0,3.5,32.356076883,1.391921074,1.0
6.0,12.85071,52.52634,0.0,20140114.0,3.5,31.608222828,33.595670192,1.0
18.0,359.99564,52.14387,0.0,20120577.0,3.5,10.51488571,32.754394296,1.0
2.0,359.99564,52.27387,0.0,20120419.0,3.5,32.702800851,7.67303443,1.0
0.0,353.173,52.46061,0.0,20112819.0,3.5,31.676863238,34.940038048,1.0
4.0,10.09319,49.78686,0.0,20111447.0,3.5,32.561914806,35.854000092,1.0
8.0,359.99564,49.16089,0.0,20134807.0,3.5,20.740805674,29.867560729,1.0
18.0,359.99564,53.30369,0.0,20110526.0,3.5,32.677604273,16.418845716,1.0
4.0,17.43187,51.96131,0.0,20112426.0,3.5,8.864100663,29.527600933,1.0
0.0,359.99564,52.19127,0.0,20111630.0,3.5,31.692084668,34.641839665,1.0
16.0,0.00569,49.41633,0.0,20108811.0,3.5,32.677698569,21.622745266,1.0
0.0,29.74401,49.16089,0.0,20120496.0,3.5,32.857910197,0.291000009,1.0
0.0,359.99564,49.78874,0.0,20120883.0,3.5,33.126998901,34.215223613,1.0
19.0,359.99564,49.16089,0.0,20136791.0,3.5,32.541235201,34.173576825,1.0
17.0,359.99564,49.83652,0.0,20134740.0,3.5,32.917382579,34.248231434,1.0
17.0,359.99564,52.48062,0.0,20109432.0,3.5,11.978130379,33.817331927,1.0
7.0,359.99564,49.16089,0.0,20133390.0,3.5,33.037668369,35.854000092,1.0
5.0,0.00569,49.16089,0.0,20111460.0,3.5,33.126998901,10.759059888,1.0
0.0,355.33964,52.30459,0.0,20111471.0,3.5,16.881134301,34.536880063,1.0
0.0,359.99564,49.70458,0.0,20129094.0,3.5,31.926794733,33.749192013,1.0
1.0,359.99564,50.47163,0.0,20119841.0,3.5,13.470836687,10.746791512,1.0
9.0,0.21858,51.97368,0.0,20109950.0,3.5,17.337840312,5.608194986,1.0
0.0,359.99564,53.47438,0.0,20112161.0,3.5,33.126998901,0.291000009,1.0
5.0,0.00569,49.16089,0.0,20110942.0,3.5,33.104833673,0.291000009,1.0
0.0,359.99564,49.29014,0.0,20132954.0,3.5,32.24808902,35.289673713,1.0
10.0,357.5793,49.8216,0.0,20111345.0,3.5,31.552280004,30.59855147,1.0
2.0,359.99564,51.81939,0.0,20119532.0,3.5,9.627399839,1.919989011,1.0
0.0,28.17188,49.16089,0.0,20140114.0,3.5,33.126998901,33.436896555,1.0
0.0,13.38403,49.67638,0.0,20108663.0,3.5,18.595255617,33.277359422,1.0
10.0,359.99564,51.83708,0.0,20133106.0,3.5,22.56665574,34.29526829,1.0
16.0,23.23866,53.62179,0.0,20132740.0,3.5,21.557098501,34.758449902,1.0
12.0,359.99564,52.71715,0.0,20133299.0,3.5,12.562073777,2.667262937,1.0
0.0,359.99564,49.42694,0.0,20120902.0,3.5,12.225192979,31.202089346,1.0
10.0,354.924,52.88234,0.0,20134801.0,3.5,31.423127759,35.854000092,1.0
0.0,9.50531,49.2457,0.0,20132015.0,3.5,31.477720656,1.651000445,1.0
12.0,9.313,50.25381,0.0,20112614.0,3.5,12.063419874,34.55564996,1.0
7.0,359.99564,51.98633,0.0,20140114.0,3.5,31.196692218,30.894856298,1.0
1.0,359.99564,49.16089,0.0,20112818.0,3.5,22.118020698,31.577262828,1.0
11.0,13.60119,49.18309,0.0,20112564.0,3.5,32.808378672,27.181853196,1.0
2.0,352.52358,51.91704,0.0,20135817.0,3.5,21.741123984,5.07406812,1.0
17.0,359.99564,52.41343,0.0,20109090.0,3.5,32.668807934,34.648611291,1.0
0.0,0.00569,54.00572,0.0,20121002.0,3.5,19.875275706,2.894921163,1.0
4.0,359.99564,49.37962,0.0,20129249.0,3.5,13.620386346,33.030752776,1.0
3.0,12.99897,53.16267,0.0,20135261.0,3.5,22.26230786,0.291000009,1.0
7.0,359.99564,49.16089,0.0,20120930.0,3.5,12.998181092,31.862382392,1.0
0.0,359.99564,49.27815,0.0,20112379.0,3.5,5.88496084,0.291000009,1.0
13.0,359.99564,52.1634,0.0,20119986.0,3.5,14.020424884,3.81944971,1.0
16.0,353.43555,53.15799,0.0,20140114.0,3.5,33.126998901,10.472678611,1.0
7.0,359.99564,49.52497,0.0,20137542.0,3.5,33.126998901,31.598175747,1.0
1.0,359.99564,49.80571,0.0,20119533.0,3.5,33.126998901,0.291000009,1.0
4.0,15.53636,52.20747,0.0,20121061.0,3.5,32.364128086,33.158521068,1.0
0.0,359.99564,49.5512,0.0,20121098.0,3.5,32.574251638,0.291000009,1.0
1.0,359.99564,49.16089,0.0,20135413.0,3.5,12.876239132,10.339462343,1.0
10.0,354.46294,49.16089,0.0,20120601.0,3.5,32.770519402,33.067354392,1.0
0.0,359.99564,49.41919,0.0,20111669.0,3.5,33.063554252,34.257985087,1.0
9.0,359.99564,52.11637,0.0,20120543.0,3.5,11.407928713,30.294101462,1.0
2.0,359.99564,52.06364,0.0,20110331.0,3.5,33.126998901,28.590030358,1.0
22.0,359.99564,49.75068,0.0,20140114.0,3.5,33.126998901,28.69464817,1.0
17.0,10.15941,51.93852,0.0,20113009.0,3.5,8.748015471,0.291000009,1.0
0.0,7.16278,53.99596,0.0,20119550.0,3.5,22.040354643,31.339004933,1.0
2.0,359.99564,52.29437,0.0,20110107.0,3.5,32.876941491,0.291000009,1.0
0.0,359.99564,55.14462,0.0,20140056.0,3.5,13.605725273,0.291000009,1.0
8.0,24.43693,52.37336,0.0,20120141.0,3.5,31.531765087,30.766647115,1.0
18.0,359.99564,49.59048,0.0,20129162.0,3.5,21.216225287,35.447454556,1.0
6.0,14.22571,49.51618,0.0,20132217.0,3.5,33.126998901,34.706065696,1.0
17.0,359.99564,49.32216,0.0,20134106.0,3.5,20.481885162,35.044727119,1.0
0.0,359.99564,49.524,0.0,20112602.0,3.5,32.970068731,35.017847494,1.0
0.0,359.99564,52.37574,0.0,20120999.0,3.5,32.918777675,34.88220017,1.0
8.0,0.00569,51.99321,0.0,20109795.0,3.5,22.8357332,28.834305047,1.0
0.0,359.99564,52.42458,0.0,20140066.0,3.5,33.126998901,35.362741994,1.0
0.0,359.99564,49.83981,0.0,20110701.0,3.5,30.620692662,0.291000009,1.0
4.0,13.42643,49.74984,0.0,20121183.0,3.5,32.263936673,0.291000009,1.0
0.0,359.99564,49.58154,0.0,20120622.0,3.5,30.332324101,33.986134917,1.0
18.0,346.22035,52.98715,0.0,20140114.0,3.5,13.279583636,2.791621358,1.0
17.0,359.99564,53.45812,0.0,20113034.0,3.5,22.782151332,30.705973947,1.0
17.0,359.99564,52.16156,0.0,20140114.0,3.5,14.459943656,27.95757168,1.0
16.0,359.99564,52.24091,0.0,20132503.0,3.5,33.126998901,24.199135025,1.0
3.0,0.00569,49.91413,0.0,20120855.0,3.5,20.060353152,18.22858009,1.0
19.0,359.99564,49.72392,0.0,20111133.0,3.5,12.781330337,34.331349342,1.0
6.0,353.19079,51.83387,0.0,20110669.0,3.5,33.126998901,19.574404722,1.0
16.0,359.99564,50.34112,0.0,20138950.0,3.5,12.55618546,30.160374683,1.0
0.0,10.44253,49.38168,0.0,20120578.0,3.5,22.157076746,29.792511756,1.0
9.0,356.13749,53.05247,0.0,20108892.0,3.5,21.160619762,34.964960952,1.0
0.0,354.88398,52.33966,0.0,20120668.0,3.5,20.747165085,30.187356612,1.0
2.0,5.60267,52.09479,0.0,20130424.0,3.5,30.194323589,0.737802338,1.0
8.0,359.99564,49.20827,0.0,20140114.0,3.5,33.126998901,35.401973707,1.0
5.0,359.99564,52.49456,0.0,20120704.0,3.5,30.427025606,35.854000092,1.0
6.0,359.99564,53.7622,0.0,20121001.0,3.5,32.532502386,33.515361039,1.0
18.0,20.40011,52.30753,0.0,20120506.0,3.5,33.126998901,0.291000009,1.0
4.0,26.9868,53.98005,0.0,20120591.0,3.5,10.032086193,34.1380768,1.0
1.0,355.48109,50.19387,0.0,20110517.0,3.5,32.5441076,12.187834711,1.0
20.0,359.99564,52.45687,0.0,20139919.0,3.5,12.972808756,16.37611387,1.0
0.0,18.13479,54.40446,0.0,20111398.0,3.5,29.716864456,0.291000009,1.0
10.0,351.8349,52.05152,0.0,20140114.0,3.5,32.896284028,34.325061907,1.0
10.0,6.47209,53.14848,0.0,20110376.0,3.5,32.254439159,3.901442353,1.0
8.0,18.21966,55.43122,0.0,20120726.0,3.5,33.126998901,12.00769835,1.0
18.0,359.99564,52.9365,0.0,20111319.0,3.5,19.661162282,35.25459298,1.0
2.0,4.079,51.87098,0.0,20128009.0,3.5,21.123694069,2.410138172,1.0
7.0,355.03791,49.68766,0.0,20140114.0,3.5,31.579709901,34.922248511,1.0
20.0,348.13864,49.16089,0.0,20119266.0,3.5,21.21469074,0.608974089,1.0
